Owner,Repository,Stars,Created At,Last Updated,Primary Language,Releases,Open Issues,Closed Issues,Closed Issues Ratio,Merged Pull Requests
trailofbits,algo,29711,2016-05-15T03:42:48Z,2025-08-29T13:19:09Z,Python,3,76,1543,0.95,576
vuejs,vue-cli,29709,2015-12-26T23:11:20Z,2025-08-29T05:11:16Z,JavaScript,178,935,4563,0.83,1259
nicolargo,glances,29680,2011-12-04T08:49:15Z,2025-08-29T14:06:51Z,Python,51,127,1937,0.94,743
microsoft,WSL,29673,2016-04-06T17:32:56Z,2025-08-29T10:10:49Z,C++,94,1016,10732,0.91,139
iperov,DeepFaceLive,29663,2020-12-15T12:19:22Z,2025-08-29T13:21:45Z,Python,35,1,130,0.99,13
motiondivision,motion,29631,2018-11-16T09:48:38Z,2025-08-29T13:46:28Z,TypeScript,0,290,1570,0.84,1062
JushBJJ,Mr.-Ranedeer-AI-Tutor,29626,2023-03-31T12:37:26Z,2025-08-29T12:38:02Z,Unknown,3,13,34,0.72,18
apolloconfig,apollo,29625,2016-03-04T10:24:23Z,2025-08-29T12:25:01Z,Java,41,145,3212,0.96,1449
danny-avila,LibreChat,29558,2023-02-12T01:06:52Z,2025-08-29T13:52:15Z,TypeScript,59,162,3156,0.95,2154
elsewhencode,project-guidelines,29557,2017-06-30T10:17:55Z,2025-08-29T09:50:00Z,JavaScript,0,10,29,0.74,113
react-boilerplate,react-boilerplate,29535,2015-02-18T14:36:32Z,2025-08-29T08:31:51Z,JavaScript,16,86,1823,0.95,715
aosabook,500lines,29520,2013-11-04T02:02:53Z,2025-08-29T09:44:15Z,JavaScript,0,29,41,0.59,175
mantinedev,mantine,29498,2021-01-07T14:02:19Z,2025-08-29T07:33:04Z,TypeScript,272,23,3224,0.99,1494
ariya,phantomjs,29478,2010-12-27T08:18:58Z,2025-08-28T08:20:21Z,C++,0,14,4731,1.00,562
pmndrs,react-three-fiber,29440,2019-02-25T14:31:51Z,2025-08-29T13:01:16Z,TypeScript,125,82,1042,0.93,651
tokio-rs,tokio,29422,2016-09-09T22:31:36Z,2025-08-29T09:12:22Z,Rust,138,336,2191,0.87,3596
encode,django-rest-framework,29415,2011-03-02T17:13:56Z,2025-08-29T03:32:36Z,Python,21,58,3887,0.99,3021
heyverse,hey,29397,2022-03-19T15:01:46Z,2025-08-28T21:18:28Z,TypeScript,0,0,0,0.00,3765
IanLunn,Hover,29378,2014-01-02T14:27:35Z,2025-08-29T12:47:51Z,SCSS,10,24,82,0.77,23
AllThingsSmitty,css-protips,29367,2015-08-29T12:29:03Z,2025-08-29T14:17:44Z,Unknown,0,1,61,0.98,73
alibaba,canal,29351,2013-01-13T10:59:52Z,2025-08-29T13:28:29Z,Java,32,1163,3572,0.75,473
standard,standard,29342,2015-01-27T01:23:31Z,2025-08-28T16:18:57Z,JavaScript,7,110,1122,0.91,411
GoogleChrome,lighthouse,29314,2016-03-08T01:03:11Z,2025-08-29T14:10:32Z,JavaScript,126,487,8698,0.95,5480
keycloak,keycloak,29281,2013-07-02T13:38:51Z,2025-08-29T13:21:44Z,Java,87,2003,13329,0.87,17594
hashicorp,consul,29254,2013-11-04T22:15:27Z,2025-08-29T11:35:33Z,Go,217,1270,4270,0.77,13768
ageron,handson-ml2,29249,2019-01-08T03:49:07Z,2025-08-29T12:40:55Z,Jupyter Notebook,0,217,300,0.58,64
xuxueli,xxl-job,29227,2015-11-28T12:59:34Z,2025-08-29T11:27:39Z,Java,39,208,3033,0.94,116
ajeetdsouza,zoxide,29226,2020-03-05T13:11:40Z,2025-08-29T14:15:01Z,Rust,36,101,581,0.85,227
microsoft,qlib,29204,2020-08-14T06:46:00Z,2025-08-29T14:11:51Z,Python,23,259,724,0.74,725
lukehoban,es6features,29195,2014-03-03T18:29:30Z,2025-08-29T00:22:51Z,Unknown,0,21,36,0.63,41
realpython,python-guide,29188,2011-03-15T03:24:20Z,2025-08-28T19:19:34Z,Batchfile,0,99,180,0.65,683
spf13,viper,29164,2014-04-02T14:33:33Z,2025-08-29T11:53:33Z,Go,34,412,490,0.54,507
XIU2,TrackersListCollection,29159,2019-10-03T15:55:07Z,2025-08-29T11:03:28Z,Unknown,0,0,0,0.00,7
GorvGoyl,Clone-Wars,29150,2020-12-02T11:10:16Z,2025-08-29T10:12:05Z,Unknown,0,12,70,0.85,130
google-research,tuning_playbook,29111,2023-01-18T23:32:32Z,2025-08-29T13:30:15Z,Unknown,0,11,34,0.76,14
sampotts,plyr,29101,2015-02-14T11:33:07Z,2025-08-29T13:03:52Z,JavaScript,92,882,1221,0.58,391
kodecocodes,swift-algorithm-club,29098,2016-01-26T17:56:12Z,2025-08-29T01:12:27Z,Swift,0,32,183,0.85,610
composer,composer,29094,2011-06-08T08:53:00Z,2025-08-29T13:32:50Z,PHP,215,115,7763,0.99,2963
refined-github,refined-github,29074,2016-02-15T16:45:02Z,2025-08-29T13:04:21Z,TypeScript,175,132,4388,0.97,3440
CSSEGISandData,COVID-19,29044,2020-02-04T22:03:53Z,2025-08-29T04:47:50Z,Unknown,0,1680,2079,0.55,2152
wuyouzhuguli,SpringAll,28936,2018-05-02T02:48:44Z,2025-08-29T07:33:44Z,Java,0,21,27,0.56,1
meta-llama,llama3,28936,2024-03-15T17:57:00Z,2025-08-29T05:26:04Z,Python,0,174,119,0.41,23
Pierian-Data,Complete-Python-3-Bootcamp,28876,2018-02-12T19:30:10Z,2025-08-29T13:14:24Z,Jupyter Notebook,0,144,225,0.61,12
pmndrs,react-spring,28867,2018-03-07T15:39:32Z,2025-08-29T02:43:23Z,TypeScript,52,116,1143,0.91,437
postcss,postcss,28860,2013-09-24T23:06:48Z,2025-08-29T09:11:34Z,TypeScript,268,27,998,0.97,760
tastejs,todomvc,28829,2011-06-03T19:56:33Z,2025-08-29T09:50:17Z,JavaScript,6,123,661,0.84,760
dragonflydb,dragonfly,28798,2021-12-11T10:00:42Z,2025-08-29T13:25:54Z,C++,108,274,1592,0.85,3337
StevenBlack,hosts,28761,2012-04-12T20:22:50Z,2025-08-29T14:17:23Z,Python,781,115,1999,0.95,486
PostHog,posthog,28757,2020-01-23T22:46:58Z,2025-08-29T14:23:41Z,Python,19,2166,5595,0.72,25322
kovidgoyal,kitty,28753,2016-10-16T14:48:28Z,2025-08-29T14:07:45Z,Python,128,12,6272,1.00,1133
alibaba,spring-cloud-alibaba,28724,2017-12-01T20:49:15Z,2025-08-29T09:20:52Z,Java,48,196,2306,0.92,1082
wesbos,JavaScript30,28697,2016-12-07T19:15:31Z,2025-08-29T13:30:33Z,HTML,0,0,0,0.00,153
cfenollosa,os-tutorial,28685,2014-09-29T08:39:34Z,2025-08-29T13:34:40Z,C,0,75,105,0.58,11
statelyai,xstate,28655,2015-09-14T15:04:15Z,2025-08-29T06:48:06Z,TypeScript,443,108,1288,0.92,1978
feder-cr,Jobs_Applier_AI_Agent_AIHawk,28651,2024-08-04T12:15:06Z,2025-08-29T14:19:57Z,Python,0,11,663,0.98,185
continuedev,continue,28638,2023-05-24T03:39:39Z,2025-08-29T14:12:18Z,TypeScript,423,747,2949,0.80,2917
Ebazhanov,linkedin-skill-assessments-quizzes,28637,2019-07-13T19:52:56Z,2025-08-29T03:05:57Z,Unknown,1,84,807,0.91,5638
grafana,k6,28626,2016-03-21T15:30:24Z,2025-08-29T10:40:53Z,Go,78,723,1679,0.70,2179
kenwheeler,slick,28618,2014-03-24T02:10:05Z,2025-08-29T12:25:02Z,JavaScript,48,1197,2423,0.67,258
ZuzooVn,machine-learning-for-software-engineers,28582,2016-10-09T21:20:25Z,2025-08-28T22:36:42Z,Unknown,0,17,9,0.35,60
valinet,ExplorerPatcher,28578,2021-08-09T14:17:24Z,2025-08-29T13:43:55Z,C,288,274,2197,0.89,18
immerjs,immer,28567,2017-12-29T12:25:47Z,2025-08-29T05:21:55Z,JavaScript,109,35,633,0.95,374
AvaloniaUI,Avalonia,28556,2013-12-05T20:13:21Z,2025-08-29T12:26:43Z,C#,110,1721,6166,0.78,5332
vercel,turborepo,28533,2021-10-05T17:37:11Z,2025-08-29T14:16:08Z,Rust,497,126,1811,0.93,6248
openai,openai-python,28520,2020-10-25T23:23:54Z,2025-08-29T13:15:57Z,Python,321,87,996,0.92,997
containers,podman,28512,2017-11-01T15:01:27Z,2025-08-29T13:28:49Z,Go,228,785,9261,0.92,11725
sunface,rust-course,28509,2018-08-07T05:01:21Z,2025-08-29T13:23:02Z,Rust,0,62,149,0.71,784
jumpserver,jumpserver,28507,2014-07-04T03:54:59Z,2025-08-29T14:04:33Z,Python,252,30,7304,1.00,7579
donnemartin,data-science-ipython-notebooks,28492,2015-01-23T19:38:29Z,2025-08-29T14:01:04Z,Python,0,19,22,0.54,31
shengxinjing,programmer-job-blacklist,28458,2016-06-25T06:09:10Z,2025-08-29T09:44:20Z,Shell,0,157,181,0.54,28
LizardByte,Sunshine,28453,2021-12-15T23:38:57Z,2025-08-29T13:53:02Z,C++,43,82,986,0.92,1474
vuejs,vuex,28432,2015-07-16T04:21:26Z,2025-08-29T08:35:33Z,JavaScript,51,99,1165,0.92,656
openssl,openssl,28416,2013-01-15T22:34:48Z,2025-08-29T13:35:18Z,C,283,1319,9452,0.88,145
helm,helm,28403,2015-10-06T01:07:32Z,2025-08-29T12:11:13Z,Go,216,473,7684,0.94,4125
telegramdesktop,tdesktop,28392,2014-05-02T12:36:31Z,2025-08-29T12:23:46Z,C++,799,884,14374,0.94,1749
VSCodium,vscodium,28388,2018-08-13T14:26:58Z,2025-08-29T13:53:34Z,Shell,240,120,1396,0.92,549
codepath,android_guides,28376,2013-06-19T10:24:45Z,2025-08-27T21:03:51Z,Unknown,0,162,219,0.57,9
jamiebuilds,the-super-tiny-compiler,28340,2016-03-11T04:19:18Z,2025-08-28T12:06:21Z,JavaScript,0,0,0,0.00,20
viraptor,reverse-interview,28325,2019-09-08T13:38:40Z,2025-08-28T21:33:56Z,Unknown,0,7,18,0.72,75
MichaelCade,90DaysOfDevOps,28317,2021-12-26T13:55:18Z,2025-08-29T11:55:02Z,Shell,2,9,80,0.90,358
datalab-to,marker,28286,2023-10-30T20:14:08Z,2025-08-29T14:18:53Z,Python,64,270,292,0.52,201
linera-io,linera-protocol,28261,2021-12-19T04:09:21Z,2025-08-29T14:12:33Z,Rust,18,476,781,0.62,2717
eugeneyan,applied-ml,28259,2020-07-04T18:57:47Z,2025-08-29T06:14:10Z,Unknown,0,2,22,0.92,208
GitbookIO,gitbook,28239,2014-03-31T03:01:56Z,2025-08-29T14:10:33Z,TypeScript,82,28,1884,0.99,1323
NginxProxyManager,nginx-proxy-manager,28226,2017-12-20T23:01:16Z,2025-08-29T13:46:57Z,JavaScript,77,914,2086,0.70,530
caolan,async,28222,2010-06-01T21:01:30Z,2025-08-28T07:05:04Z,JavaScript,7,10,1132,0.99,558
alibaba,druid,28187,2011-11-03T05:12:51Z,2025-08-29T01:23:31Z,Java,51,2254,2285,0.50,1520
digitalocean,nginxconfig.io,28179,2018-01-05T14:21:14Z,2025-08-28T08:36:48Z,JavaScript,0,55,184,0.77,191
dnSpy,dnSpy,28111,2015-07-01T16:05:10Z,2025-08-29T13:17:50Z,C#,1,0,0,0.00,53
BerriAI,litellm,28104,2023-07-27T00:09:52Z,2025-08-29T13:33:50Z,Python,993,892,5782,0.87,5403
jashkenas,backbone,28103,2010-09-30T19:41:28Z,2025-08-28T07:05:06Z,JavaScript,0,42,2364,0.98,881
swagger-api,swagger-ui,28087,2011-07-15T22:56:39Z,2025-08-29T09:23:24Z,JavaScript,377,1209,4428,0.79,3309
python-telegram-bot,python-telegram-bot,28078,2015-07-07T15:30:39Z,2025-08-29T13:04:24Z,Python,127,15,2264,0.99,1637
aquasecurity,trivy,28076,2019-04-11T01:01:07Z,2025-08-29T12:36:38Z,Go,171,163,2756,0.94,3195
zhiwehu,Python-programming-exercises,28074,2012-06-14T07:56:46Z,2025-08-29T04:39:52Z,Unknown,0,68,17,0.20,0
acheong08,ChatGPT,28026,2022-12-03T14:35:24Z,2025-08-29T09:46:32Z,Python,277,11,792,0.99,292
mobxjs,mobx,28020,2015-03-14T14:31:38Z,2025-08-29T04:40:12Z,TypeScript,113,59,1914,0.97,1152
JedWatson,react-select,28010,2014-08-26T04:27:45Z,2025-08-29T12:47:51Z,TypeScript,61,381,3248,0.90,1054
frappe,erpnext,28008,2011-06-08T08:20:56Z,2025-08-29T14:12:49Z,Python,1000,2274,14533,0.86,26500
nagadomi,waifu2x,28006,2015-05-17T07:29:15Z,2025-08-29T09:33:51Z,Lua,3,152,216,0.59,68
upstash,context7,27984,2025-03-26T23:40:39Z,2025-08-29T14:18:20Z,JavaScript,12,79,402,0.84,101
raysan5,raylib,27941,2013-10-24T15:46:04Z,2025-08-29T13:59:24Z,C,24,21,2014,0.99,2173
ChartsOrg,Charts,27939,2015-03-20T10:49:12Z,2025-08-29T07:04:42Z,Swift,38,890,3388,0.79,427
lenve,vhr,27924,2018-01-04T08:57:51Z,2025-08-29T10:10:07Z,Java,0,157,97,0.38,1
sxyazi,yazi,27887,2023-07-08T11:45:55Z,2025-08-29T14:22:31Z,Rust,27,41,1385,0.97,959
nginx,nginx,27866,2015-06-23T10:26:27Z,2025-08-29T11:36:48Z,C,8,181,173,0.49,95
t3-oss,create-t3-app,27862,2022-05-24T13:31:01Z,2025-08-29T14:21:30Z,TypeScript,138,64,675,0.91,1114
qianguyihao,Web,27859,2017-01-03T11:44:33Z,2025-08-29T09:37:07Z,Unknown,0,70,156,0.69,0
tailwindlabs,headlessui,27857,2020-09-16T09:53:09Z,2025-08-29T09:11:52Z,TypeScript,127,113,1288,0.92,619
google,python-fire,27854,2017-02-21T21:35:07Z,2025-08-29T08:00:44Z,Python,12,126,207,0.62,135
geekcompany,ResumeSample,27825,2014-09-08T08:08:13Z,2025-08-29T08:40:22Z,Unknown,0,0,0,0.00,2
michalsnik,aos,27816,2015-07-09T17:49:00Z,2025-08-29T14:18:33Z,JavaScript,0,344,360,0.51,38
kingToolbox,WindTerm,27812,2019-10-09T19:56:09Z,2025-08-29T13:23:28Z,C,32,2183,567,0.21,1
CamDavidsonPilon,Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,27789,2013-01-14T15:46:28Z,2025-08-29T09:41:59Z,Jupyter Notebook,0,157,90,0.36,243
JaidedAI,EasyOCR,27775,2020-03-14T11:46:39Z,2025-08-29T09:11:50Z,Python,23,465,607,0.57,177
getredash,redash,27704,2013-10-28T13:19:39Z,2025-08-28T19:27:21Z,Python,100,617,1956,0.76,3259
stanfordnlp,dspy,27677,2023-01-09T21:01:51Z,2025-08-29T13:13:00Z,Python,97,186,1089,0.85,1243
flameshot-org,flameshot,27672,2017-05-10T19:44:51Z,2025-08-29T14:23:21Z,C++,30,671,2106,0.76,969
YMFE,yapi,27665,2016-05-30T09:09:09Z,2025-08-29T01:42:41Z,JavaScript,1,1537,922,0.37,141
ossrs,srs,27600,2015-04-29T06:59:32Z,2025-08-29T14:22:27Z,C++,68,227,1314,0.85,513
